company_name,stock_code,corp_code,market
동아지질,028100,00178754,KOSPI
동양,001520,00117337,KOSPI
동양2우B,001527,,KOSPI
동양고속,084670,00540641,KOSPI
동양생명,082640,00117267,KOSPI
동양우,001525,,KOSPI
동원모빌리티,018500,00118008,KOSPI
동원산업,006040,00118026,KOSPI
동원수산,030720,00118044,KOSPI
동원시스템즈,014820,00132637,KOSPI
동원시스템즈우,014825,,KOSPI
동인기연,111380,00367710,KOSPI
동일고무벨트,163560,00939687,KOSPI
동일산업,004890,00172936,KOSPI
동일제강,002690,00118451,KOSPI
동화약품,000020,00119195,KOSPI
두산,000150,01817920,KOSPI
두산2우B,000157,,KOSPI
두산로보틱스,454910,01105153,KOSPI
두산밥캣,241560,01032486,KOSPI
두산에너빌리티,034020,00159616,KOSPI
두산우,000155,,KOSPI
두산퓨얼셀,336260,01412725,KOSPI
두산퓨얼셀1우,033626,,KOSPI
두올,016740,00119672,KOSPI
드림텍,192650,00415646,KOSPI
디씨엠,024090,00177199,KOSPI
디아이,003160,00118275,KOSPI
디아이씨,092200,00112165,KOSPI
디앤디플랫폼리츠,377190,01475609,KOSPI
디와이,013570,00117179,KOSPI
디와이덕양,024900,00114154,KOSPI
디와이에이,002880,00149804,KOSPI
디와이파워,210540,01059605,KOSPI
롯데관광개발,032350,00231372,KOSPI
롯데렌탈,089860,00545716,KOSPI
롯데리츠,330590,01363818,KOSPI
롯데손해보험,000400,00113562,KOSPI
롯데쇼핑,023530,00120526,KOSPI
롯데에너지머티리얼즈,020150,00113997,KOSPI
롯데웰푸드,280360,01258507,KOSPI
롯데이노베이트,286940,01262032,KOSPI
롯데정밀화학,004000,00157681,KOSPI
롯데지주,004990,00120562,KOSPI
롯데지주우,000499,,KOSPI
롯데칠성,005300,00120571,KOSPI
롯데칠성우,005305,,KOSPI
롯데케미칼,011170,00165413,KOSPI
롯데하이마트,071840,00158307,KOSPI
마니커,027740,00204208,KOSPI
마스턴프리미어리츠,357430,01442966,KOSPI
만호제강,001080,00120872,KOSPI
맥쿼리인프라,088980,00435297,KOSPI
맵스리얼티,094800,00600013,KOSPI
메리츠금융지주,138040,00860332,KOSPI
메타랩스,090370,00442835,KOSPI
메타케어,118000,00791209,KOSPI
명문제약,017180,00121039,KOSPI
명신산업,009900,00173078,KOSPI
명인제약,317450,00179489,KOSPI
모나리자,012690,00173102,KOSPI
모나미,005360,00121288,KOSPI
모나용평,070960,00365989,KOSPI
모토닉,009680,00151128,KOSPI
무림P&P,009580,00119007,KOSPI
무림페이퍼,009200,00136086,KOSPI
무학,033920,00121543,KOSPI
문배철강,008420,00121570,KOSPI
미래산업,025560,00197759,KOSPI
미래아이앤지,007120,00104786,KOSPI
미래에셋글로벌리츠,396690,01576102,KOSPI
미래에셋맵스리츠,357250,01437292,KOSPI
미래에셋생명,085620,00112332,KOSPI
미래에셋증권,006800,00111722,KOSPI
미래에셋증권2우B,000680,01933981,KOSPI
미래에셋증권우,006805,,KOSPI
미스토홀딩스,081660,00195229,KOSPI
미원상사,002840,00121932,KOSPI
미원에스씨,268280,01234297,KOSPI
미원홀딩스,107590,00706715,KOSPI
미원화학,134380,00855163,KOSPI
미창석유,003650,00122056,KOSPI
바이오노트,377740,00622787,KOSPI
방림,003610,00122348,KOSPI
백산,035150,00122551,KOSPI
범양건영,002410,00122694,KOSPI
벽산,007210,00122898,KOSPI
보락,002760,00123107,KOSPI
보령,003850,00123143,KOSPI
보해양조,000890,00123541,KOSPI
부광약품,003000,00123718,KOSPI
부국증권,001270,00123772,KOSPI
부국증권우,001275,,KOSPI
부국철강,026940,00123781,KOSPI
부산산업,011390,00124027,KOSPI
부산주공,005030,00124151,KOSPI
블루산업개발,006740,00141404,KOSPI
비비안,002070,00107677,KOSPI
비상교육,100220,00520887,KOSPI
비에이치,090460,00447609,KOSPI
빙그레,005180,00124726,KOSPI
사조대림,003960,00109718,KOSPI
사조동아원,008040,00137252,KOSPI
사조산업,007160,00124799,KOSPI
사조씨푸드,014710,00124780,KOSPI
사조오양,006090,00141875,KOSPI
산일전기,062040,00366438,KOSPI
삼립,005610,00125530,KOSPI
삼부토건,001470,00125974,KOSPI
삼성E&A,028050,00126308,KOSPI
삼성FN리츠,448730,01688896,KOSPI
삼성SDI,006400,00126362,KOSPI
삼성SDI우,006405,,KOSPI
삼성공조,006660,00126201,KOSPI
삼성물산,028260,00149655,KOSPI
삼성물산우B,002826,,KOSPI
삼성바이오로직스,207940,00877059,KOSPI
삼성생명,032830,00126256,KOSPI
삼성에스디에스,018260,00126186,KOSPI
삼성에피스홀딩스,001260,00107066,KOSPI
삼성전기,009150,00126371,KOSPI
삼성전기우,009155,,KOSPI
삼성전자,005930,00126380,KOSPI
삼성전자우,005935,,KOSPI
삼성제약,001360,00126414,KOSPI
삼성중공업,010140,00126478,KOSPI
삼성증권,016360,00104856,KOSPI
삼성출판사,068290,00423690,KOSPI
삼성카드,029780,00126292,KOSPI
삼성화재,000810,00139214,KOSPI
삼성화재우,000815,,KOSPI
삼아알미늄,006110,00126779,KOSPI
삼양사,145990,00896285,KOSPI
삼양사우,145995,,KOSPI
삼양식품,003230,00126955,KOSPI
삼양패키징,272550,01060814,KOSPI
삼양홀딩스,000070,01869710,KOSPI
삼영,003720,00127255,KOSPI
삼영무역,002810,00127167,KOSPI
삼영전자,005680,00127200,KOSPI
삼원강재,023000,00191588,KOSPI
삼익THK,004380,00127802,KOSPI
삼익악기,002450,00127857,KOSPI
삼일씨엔에스,004440,00109806,KOSPI
삼일제약,000520,00128032,KOSPI
삼정펄프,009770,00128227,KOSPI
삼진제약,005500,00128412,KOSPI
삼천리,004690,00128555,KOSPI
삼호개발,010960,00128980,KOSPI
삼화왕관,004450,00129235,KOSPI
삼화전기,009470,00129271,KOSPI
삼화전자,011230,00129280,KOSPI
삼화콘덴서,001820,00129350,KOSPI
상상인증권,001290,00112059,KOSPI
상신브레이크,041650,00129642,KOSPI
새론오토모티브,075180,00305668,KOSPI
샘표,007540,00130091,KOSPI
샘표식품,248170,01167056,KOSPI
서연,007860,00163114,KOSPI
서연이화,200880,01036446,KOSPI
서울가스,017390,00130684,KOSPI
서울보증보험,031210,00112998,KOSPI
서울식품,004410,00130879,KOSPI
서울식품우,004415,,KOSPI
서원,021050,00131197,KOSPI
서흥,008490,00131692,KOSPI
선도전기,007610,00131939,KOSPI
선진,136490,00855093,KOSPI
성문전자,014910,00132628,KOSPI
성문전자우,014915,,KOSPI
성신양회,004980,00132804,KOSPI
성신양회우,004985,,KOSPI
성창기업지주,000180,00133335,KOSPI
세기상사,002420,00133618,KOSPI
세방,004360,00133812,KOSPI
세방우,004365,,KOSPI
세방전지,004490,00133858,KOSPI
세아베스틸지주,001430,00106669,KOSPI
세아제강,306200,01325979,KOSPI
세아제강지주,003030,00124197,KOSPI
세아홀딩스,058650,00377610,KOSPI
세우글로벌,013000,00134176,KOSPI
세원정공,021820,00134316,KOSPI
세이브존I&C,067830,00422895,KOSPI
세진중공업,075580,00415628,KOSPI
셀트리온,068270,00413046,KOSPI
솔루스첨단소재,336370,01412822,KOSPI
솔루스첨단소재1우,033637,,KOSPI
솔루엠,248070,01159233,KOSPI
송원산업,004430,00134963,KOSPI
수산세보틱스,017550,00135111,KOSPI
수산인더스트리,126720,00193328,KOSPI
스카이라이프,053210,00349097,KOSPI
스틱인베스트먼트,026890,00117498,KOSPI
시디즈,134790,00852087,KOSPI
시프트업,462870,01384787,KOSPI
신대양제지,016590,00135777,KOSPI
신도리코,029530,00135795,KOSPI
신라교역,004970,00135962,KOSPI
신성이엔지,011930,00136271,KOSPI
신세계,004170,00136378,KOSPI
신세계 I&C,035510,00219486,KOSPI
신세계인터내셔날,031430,00234412,KOSPI
신세계푸드,031440,00274933,KOSPI
신송홀딩스,006880,00136402,KOSPI
신영와코루,005800,00136624,KOSPI
신영증권,001720,00136721,KOSPI
신원,009270,00136864,KOSPI
신일전자,002700,00173698,KOSPI
신풍,002870,00137368,KOSPI
신풍제약,019170,00137359,KOSPI
신풍제약우,019175,,KOSPI
신한글로벌액티브리츠,481850,01714997,KOSPI
신한서부티엔디리츠,404990,01436558,KOSPI
신한알파리츠,293940,01276594,KOSPI
신한지주,055550,00382199,KOSPI
신흥,004080,00173795,KOSPI
써니전자,004770,00138057,KOSPI
쏘카,403550,01026157,KOSPI
씨아이테크,004920,00127158,KOSPI
씨에스윈드,112610,00670340,KOSPI
씨케이솔루션,480370,01210677,KOSPI
씨티알모빌리티,308170,00450010,KOSPI
아남전자,008700,00138516,KOSPI
아모레퍼시픽,090430,00583424,KOSPI
아모레퍼시픽우,090435,,KOSPI
아모레퍼시픽홀딩스,002790,00154462,KOSPI
아모레퍼시픽홀딩스3우C,000279,,KOSPI
아모레퍼시픽홀딩스우,002795,,KOSPI
아세아,002030,00138701,KOSPI
아세아시멘트,183190,00990165,KOSPI
아세아제지,002310,00138729,KOSPI
아센디오,012170,00145437,KOSPI
아시아나IDT,267850,00458234,KOSPI
아시아나항공,020560,00138792,KOSPI
아이마켓코리아,122900,00360142,KOSPI
아이에스동서,010780,00115977,KOSPI
아이티센씨티에스,031820,00186559,KOSPI
아주스틸,139990,00486705,KOSPI
아진전자부품,009320,00111689,KOSPI
알루코,001780,00117027,KOSPI
애경산업,018250,00139454,KOSPI
애경케미칼,161000,00936787,KOSPI
에넥스,011090,00139764,KOSPI
에스디바이오센서,137310,00854997,KOSPI
에스엘,005850,00125521,KOSPI
에스엠벡셀,010580,00147860,KOSPI
에스원,012750,00158501,KOSPI
에쓰씨엔지니어링,023960,00121969,KOSPI
에어부산,298690,00651901,KOSPI
에이블씨엔씨,078520,00400857,KOSPI
에이엔피,015260,00143314,KOSPI
에이프로젠,007460,00152385,KOSPI
에이프로젠바이오로직스,003060,00101044,KOSPI
에이플러스에셋,244920,00684802,KOSPI
에이피알,278470,01190568,KOSPI
에코프로머티,450080,01311408,KOSPI
엑시큐어하이트론,019490,00156150,KOSPI
엔케이,085310,00172228,KOSPI
엘브이엠씨홀딩스,900140,00838500,KOSPI
엘앤에프,066970,00398701,KOSPI
엠씨넥스,097520,00564562,KOSPI
엠앤씨솔루션,484870,01519790,KOSPI
영보화학,014440,00140779,KOSPI
영원무역,111770,00776820,KOSPI
영원무역홀딩스,009970,00140964,KOSPI
영진약품,003520,00141149,KOSPI
영풍,000670,00141307,KOSPI
영화금속,012280,00141413,KOSPI
영흥,012160,00141477,KOSPI
오뚜기,007310,00141529,KOSPI
오리엔트바이오,002630,00141626,KOSPI
오리온,271560,01238169,KOSPI
오리온홀딩스,001800,00117577,KOSPI
온타이드,005320,00168331,KOSPI
와이투솔루션,011690,00144720,KOSPI
우리금융지주,316140,01350869,KOSPI
우성,006980,00142661,KOSPI
우성머티리얼스,011300,00132868,KOSPI
우신시스템,017370,00142883,KOSPI
우진,105840,00173944,KOSPI
우진아이엔에스,010400,00143262,KOSPI
우진플라임,049800,00303217,KOSPI
웅진,016880,00143651,KOSPI
웅진씽크빅,095720,00628189,KOSPI
원림,005820,00143794,KOSPI
윌비스,008600,00104999,KOSPI
유나이티드제약,033270,00158963,KOSPI
유니드,014830,00159786,KOSPI
유니드비티플러스,446070,01702017,KOSPI
유니온,000910,00144252,KOSPI
유니온머티리얼,047400,00369833,KOSPI
유니켐,011330,00137207,KOSPI
유니퀘스트,077500,00414601,KOSPI
유성기업,002920,00174004,KOSPI
유수홀딩스,000700,01921199,KOSPI
유안타증권,003470,00117601,KOSPI
유안타증권우,003475,,KOSPI
유엔젤,072130,00416654,KOSPI
유유제약,000220,00144818,KOSPI
유유제약1우,000225,,KOSPI
유유제약2우B,000227,,KOSPI
유진투자증권,001200,00131054,KOSPI
유한양행,000100,00145109,KOSPI
유한양행우,000105,,KOSPI
유화증권,003460,00145190,KOSPI
유화증권우,003465,,KOSPI
율촌화학,008730,00145260,KOSPI
이건산업,008250,00145446,KOSPI
이구산업,025820,00145464,KOSPI
이노션,214320,00565154,KOSPI
이리츠코크렙,088260,00544452,KOSPI
이마트,139480,00872984,KOSPI
이수스페셜티케미컬,457190,01762569,KOSPI
이수페타시스,007660,00107613,KOSPI
이수화학,005950,00145552,KOSPI
이스타코,015020,00134565,KOSPI
이엔플러스,074610,00469799,KOSPI
이연제약,102460,00145598,KOSPI
이월드,084680,00540605,KOSPI
이지스레지던스리츠,350520,01436628,KOSPI
이지스밸류플러스리츠,334890,01394377,KOSPI
이화산업,000760,00145686,KOSPI
인디에프,014990,00106881,KOSPI
인바이오젠,101140,00652423,KOSPI
인지컨트롤스,023800,00103510,KOSPI
인천도시가스,034590,00145862,KOSPI
인터지스,129260,00151368,KOSPI
인팩,023810,00180795,KOSPI
일동제약,249420,01168383,KOSPI
일동홀딩스,000230,00146083,KOSPI
일성건설,013360,00146232,KOSPI
일성아이에스,003120,00146214,KOSPI
일신방직,003200,00146269,KOSPI
일신석재,007110,00146296,KOSPI
일양약품,007570,00146454,KOSPI
일양약품우,007575,,KOSPI
일진다이아,081000,00508274,KOSPI
일진디스플,020760,00198697,KOSPI
일진전기,103590,00683469,KOSPI
일진하이솔루스,271940,00972503,KOSPI
일진홀딩스,015860,00146649,KOSPI
잇츠한불,226320,00911955,KOSPI
자이에스앤디,317400,00367844,KOSPI
자화전자,033240,00146861,KOSPI
전방,000950,00147222,KOSPI
전진건설로봇,079900,00372129,KOSPI
제이알글로벌리츠,348950,01415892,KOSPI
제이에스코퍼레이션,194370,00332927,KOSPI
제일기획,030000,00148276,KOSPI
제일약품,271980,01236897,KOSPI
제일연마,001560,00148461,KOSPI
제일파마홀딩스,002620,00148443,KOSPI
제주은행,006220,00148832,KOSPI
제주항공,089590,00555874,KOSPI
조광페인트,004910,00148920,KOSPI
조광피혁,004700,00148939,KOSPI
조비,001550,00148948,KOSPI
조선내화,462520,01770203,KOSPI
조선선재,120030,00796994,KOSPI
조일알미늄,018470,00149239,KOSPI
조흥,002600,00149345,KOSPI
종근당,185750,00992871,KOSPI
종근당바이오,063160,00390055,KOSPI
종근당홀딩스,001630,00149354,KOSPI
주성코퍼레이션,109070,00753643,KOSPI
주연테크,044380,00269241,KOSPI
지누스,013890,00150633,KOSPI
지엠비코리아,013870,00156354,KOSPI
지역난방공사,071320,00159698,KOSPI
진도,088790,00557933,KOSPI
진양산업,003780,00150439,KOSPI
진양폴리,010640,00160375,KOSPI
진양홀딩스,100250,00646732,KOSPI
진양화학,051630,00347734,KOSPI
진에어,272450,00653024,KOSPI
진원생명과학,011000,00118521,KOSPI
진흥기업,002780,00150828,KOSPI
진흥기업2우B,002787,,KOSPI
진흥기업우B,002785,,KOSPI
차AI헬스케어,025620,00136776,KOSPI
참엔지니어링,009310,00153621,KOSPI
천일고속,000650,00151395,KOSPI
체시스,033250,00125576,KOSPI
카카오,035720,00258801,KOSPI
카카오뱅크,323410,01133217,KOSPI
카카오페이,377300,01244601,KOSPI
카프로,006380,00159810,KOSPI
케이뱅크,279570,01203312,KOSPI
케이비아이동국실업,001620,00114765,KOSPI
케이씨,029460,00209780,KOSPI
케이씨텍,281820,01261893,KOSPI
케이카,381970,01323032,KOSPI
케이탑리츠,145270,00861076,KOSPI
코람코더원리츠,417310,01180118,KOSPI
코람코라이프인프라리츠,357120,01430475,KOSPI
코리아써우,007815,,KOSPI
코리아써키트,007810,00152686,KOSPI
코리아써키트2우B,000781,,KOSPI
코리안리,003690,00113191,KOSPI
코스맥스,192820,01009789,KOSPI
코스맥스비티아이,044820,00219574,KOSPI
코스모신소재,005070,00129989,KOSPI
코스모화학,005420,00160302,KOSPI
코아스,071950,00210856,KOSPI
코오롱,002020,00152862,KOSPI
코오롱글로벌,003070,00152880,KOSPI
코오롱글로벌우,003075,,KOSPI
코오롱우,002025,,KOSPI
코오롱인더,120110,00795135,KOSPI
코오롱인더우,120115,,KOSPI
코웨이,021240,00170558,KOSPI
콘텐트리중앙,036420,00203315,KOSPI
콜마홀딩스,024720,00203290,KOSPI
쿠쿠홀딩스,192400,00132354,KOSPI
쿠쿠홈시스,284740,01267684,KOSPI
크라운제과,264900,01205329,KOSPI
크라운제과우,026490,,KOSPI
크라운해태홀딩스,005740,00153126,KOSPI
크라운해태홀딩스우,005745,,KOSPI
크래프톤,259960,00760971,KOSPI
키다리스튜디오,020120,00140131,KOSPI
키움증권,039490,00296290,KOSPI
태경비케이,014580,00122481,KOSPI
태경산업,015890,00153339,KOSPI
태경케미컬,006890,00109161,KOSPI
태광산업,003240,00153393,KOSPI
태림포장,011280,00153524,KOSPI
태양금속,004100,00153755,KOSPI
태양금속우,004105,,KOSPI
태영건설,009410,00153861,KOSPI
태영건설우,009415,,KOSPI
태원물산,001420,00154055,KOSPI
테이팩스,055490,00256955,KOSPI
텔코웨어,078000,00361488,KOSPI
토니모리,214420,00816544,KOSPI
트리니티항공,091810,00671376,KOSPI
티에이치엔,019180,00118965,KOSPI
티엠씨,217590,00949161,KOSPI
티와이홀딩스,363280,01497869,KOSPI
티와이홀딩스우,036328,,KOSPI
티웨이홀딩스,004870,00109514,KOSPI
파라다이스,034230,00171265,KOSPI
파미셀,005690,00145163,KOSPI
팜스코,036580,00260408,KOSPI
팜젠사이언스,004720,00135050,KOSPI
팬오션,028670,00122737,KOSPI
퍼스텍,010820,00148522,KOSPI
퍼시스,016800,00161709,KOSPI
페이퍼코리아,001020,00134723,KOSPI
평화산업,090080,00573579,KOSPI
평화홀딩스,010770,00155124,KOSPI
포스코DX,022100,00155212,KOSPI
포스코스틸리온,058430,00155258,KOSPI
포스코인터내셔널,047050,00124504,KOSPI
포스코퓨처엠,003670,00155276,KOSPI
풀무원,017810,00155355,KOSPI
풍산,103140,00684714,KOSPI
풍산홀딩스,005810,00155531,KOSPI
프레스티지바이오파마,950210,01510489,KOSPI
프리티,006490,00122825,KOSPI
플레이그램,009810,00103130,KOSPI
하나금융지주,086790,00547583,KOSPI
하나제약,293480,00248974,KOSPI
하나투어,039130,00269940,KOSPI
하이브,352820,01204056,KOSPI
하이스틸,071090,00435312,KOSPI
하이트진로,000080,01294110,KOSPI
하이트진로2우B,000087,,KOSPI
하이트진로홀딩스,000140,00148993,KOSPI
하이트진로홀딩스우,000145,,KOSPI
한국가스공사,036460,00261285,KOSPI
한국공항,005430,00156691,KOSPI
한국금융지주,071050,00432102,KOSPI
한국금융지주우,071055,,KOSPI
한국내화,010040,00160205,KOSPI
한국단자,025540,00157070,KOSPI
한국무브넥스,010100,00160418,KOSPI
한국석유,004090,00157991,KOSPI
한국수출포장,002200,00158112,KOSPI
한국쉘석유,002960,00158149,KOSPI
한국앤컴퍼니,000240,00160047,KOSPI
한국자산신탁,123890,00404701,KOSPI
한국전력,015760,00159193,KOSPI
한국전자홀딩스,006200,00159254,KOSPI
한국제지,027970,00133706,KOSPI
한국종합기술,023350,00159500,KOSPI
한국주강,025890,00159564,KOSPI
한국주철관,000970,00159573,KOSPI
한국철강,104700,00687711,KOSPI
한국카본,017960,00159795,KOSPI
한국콜마,161890,00939331,KOSPI
한국타이어앤테크놀로지,161390,00937324,KOSPI
한국토지신탁,034830,00233653,KOSPI
한국특강,007280,00124090,KOSPI
한국항공우주,047810,00309503,KOSPI
한국화장품,123690,00823429,KOSPI
한국화장품제조,003350,00160621,KOSPI
한농화성,011500,00160861,KOSPI
한독,002390,00161046,KOSPI
한미글로벌,053690,00413523,KOSPI
한미반도체,042700,00161383,KOSPI
한미사이언스,008930,00161426,KOSPI
한미약품,128940,00828497,KOSPI
한샘,009240,00161693,KOSPI
한섬,020000,00188089,KOSPI
한성기업,003680,00161860,KOSPI
한세실업,105630,00728638,KOSPI
한세엠케이,069640,00357360,KOSPI
한세예스24홀딩스,016450,00161976,KOSPI
한솔로지스틱스,009180,00140946,KOSPI
한솔제지,213500,01060744,KOSPI
한솔케미칼,014680,00140955,KOSPI
한솔테크닉스,004710,00157399,KOSPI
한솔홀딩스,004150,00171636,KOSPI
한솔홈데코,025750,00203582,KOSPI
한신공영,004960,00162063,KOSPI
한신기계,011700,00162072,KOSPI
한양증권,001750,00162416,KOSPI
한양증권우,001755,,KOSPI
한온시스템,018880,00161125,KOSPI
한올바이오파마,009420,00162586,KOSPI
한익스프레스,014130,00129509,KOSPI
한일시멘트,300720,01319808,KOSPI
한일철강,002220,00163196,KOSPI
한일홀딩스,003300,00162993,KOSPI
한전KPS,051600,00159218,KOSPI
한전기술,052690,00159209,KOSPI
한전산업,130660,00194947,KOSPI
한진,002320,00163512,KOSPI
한진중공업홀딩스,003480,00163673,KOSPI
한진칼,180640,00983040,KOSPI
한진칼우,018064,,KOSPI
한창,005110,00163716,KOSPI
한창제지,009460,00163761,KOSPI
한컴라이프케어,372910,00534598,KOSPI
한화,000880,01958111,KOSPI
한화3우B,000088,,KOSPI
한화갤러리아,452260,01722437,KOSPI
한화갤러리아우,045226,,KOSPI
한화리츠,451800,01669226,KOSPI
한화비전,489790,01867758,KOSPI
한화생명,088350,00113058,KOSPI
한화손해보험,000370,00135917,KOSPI
한화솔루션,009830,00162461,KOSPI
한화솔루션우,009835,,KOSPI
한화시스템,272210,00339391,KOSPI
한화에어로스페이스,012450,00126566,KOSPI
한화엔진,082740,00361008,KOSPI
한화오션,042660,00111704,KOSPI
한화투자증권,003530,00148610,KOSPI
한화투자증권우,003535,,KOSPI
해성디에스,195870,01032413,KOSPI
해태제과식품,101530,00428321,KOSPI
핸즈코퍼레이션,143210,00119140,KOSPI
현대건설,000720,00164478,KOSPI
현대건설우,000725,,KOSPI
현대그린푸드,453340,01721809,KOSPI
현대글로비스,086280,00360595,KOSPI
현대로템,064350,00302926,KOSPI
현대리바트,079430,00300548,KOSPI
현대모비스,012330,00164788,KOSPI
현대백화점,069960,00428251,KOSPI
현대비앤지스틸,004560,00125743,KOSPI
현대약품,004310,00164706,KOSPI
현대엘리베이터,017800,00164724,KOSPI
현대오토에버,307950,00362441,KOSPI
현대위아,011210,00106623,KOSPI
현대제철,004020,00145880,KOSPI
현대지에프홀딩스,005440,00105280,KOSPI
현대차,005380,00164742,KOSPI
현대차2우B,005387,,KOSPI
현대차3우B,005389,,KOSPI
현대차우,005385,,KOSPI
현대차증권,001500,00137997,KOSPI
현대코퍼레이션,011760,00164812,KOSPI
현대코퍼레이션홀딩스,227840,01108099,KOSPI
현대퓨처넷,126560,00403632,KOSPI
현대해상,001450,00164973,KOSPI
형지엘리트,093240,00441243,KOSPI
혜인,003010,00165343,KOSPI
호전실업,111110,00226316,KOSPI
호텔신라,008770,00165680,KOSPI
호텔신라우,008775,,KOSPI
화승알앤에이,378850,01532603,KOSPI
화승엔터프라이즈,241590,01128613,KOSPI
화승인더,006060,00166227,KOSPI
화승코퍼레이션,013520,00166272,KOSPI
화신,010690,00166315,KOSPI
화인베스틸,133820,00661847,KOSPI
화천기계,010660,00166500,KOSPI
화천기공,000850,00166519,KOSPI
환인제약,016580,00166573,KOSPI
황금에스티,032560,00218575,KOSPI
효성,004800,00117188,KOSPI
효성ITX,094280,00414850,KOSPI
효성중공업,298040,01316245,KOSPI
효성티앤씨,298020,01316227,KOSPI
효성화학,298000,01316236,KOSPI
후성,093370,00595191,KOSPI
휴니드,005870,00111421,KOSPI
휴비스,079980,00362238,KOSPI
휴스틸,005010,00156488,KOSPI
흥국화재,000540,00103176,KOSPI
흥국화재우,000545,,KOSPI
흥아해운,003280,00167208,KOSPI
